都道府県名,団体名拠点名,〒,住所
群馬県,おひさま広場（おひさま倉賀野保育園）,370-1201,高崎市倉賀野町194 
群馬県,わんぱく広場（新町第二保育園）,370-1301,高崎市新町1720
群馬県,わたぼうし（新町保育園）,370-1301,高崎市新町333
群馬県,ねむのもり（ねむの木子どもの森）,370-2107,高崎市吉井町池1151-1
群馬県,すみれひろば,370-2311,富岡市下高尾1222-1
群馬県,ひばりっこクラブ,370-2316,富岡市富岡1402
群馬県,親と子のスマイルサロン,370-2316,富岡市富岡1439-1(あい愛ﾌﾟﾗｻﾞ内)
群馬県,すこやかひろば,370-2324,富岡市南後箇1180-7
群馬県,りんごぐみ,370-2333,富岡市中高瀬412-1
群馬県,かしの木広場,370-2344,富岡市黒川64
群馬県,風の子広場,370-2412,富岡市妙義町下高田788
群馬県,ミッキークラブ,370-2453,富岡市宮崎578-2 
群馬県,かんがるーむ（箕郷第二保育園）,370-3101,高崎市箕郷町柏木沢209-1
群馬県,あいあい（箕郷第一保育園）,370-3104,高崎市箕郷町上芝1063-1
群馬県,榛東北部保育園,370-3501,北群馬郡榛東村長岡1109
群馬県,榛東中央保育園,370-3502,北群馬郡榛東村山子田2531-19
群馬県,榛東南部保育園,370-3504,北群馬郡榛東村広馬場1763-1
群馬県,群馬子育て支援センター,370-3521,高崎市棟高町977-1 
群馬県,吉岡町第四保育園,370-3601,北群馬郡吉岡町漆原862
群馬県,のびのび（愛泉保育園）,371-0002,前橋市江木町518
群馬県,コアラクラブ（第二保育所）,371-0015,前橋市三河町1-18-26
群馬県,親子元気ルーム,371-0023,前橋市本町2-12-1(前橋ﾌﾟﾗｻﾞ元気21内)
群馬県,フレンドシップ岩神(岩神保育園）,371-0035,前橋市岩神町2-5-12
群馬県,北の森広場（あおぞら北）,371-0047,前橋市関根町3-6-1
群馬県,チャオ・バンビーノクラブ（上細井保育園）,371-0051,前橋市上細井町137-5
群馬県,ぎんが（ぽらりすこども園）,371-0116,前橋市富士見町原之郷1268
群馬県,さくらんぼクラブ（粕川保育所）,371-0206,前橋市粕川町新屋688-1
群馬県,アイアイ（大胡第２こども園）,371-0231,前橋市堀越町1390-3
群馬県,ひなたぼっこクラブ（赤城育心こども園）,371-0245,前橋市市之関町401
群馬県,あゆみ（あゆみ保育園）,371-0811,前橋市朝倉町861-1
群馬県,なかよしプラザ（中央大橋保育園）,371-0841,前橋市石倉町5-21-5
群馬県,さくら広場（あおぞら総社）,371-0851,前橋市総社町植野511-1
群馬県,三郷保育園,372-0001,伊勢崎市波志江町2381-7
群馬県,ひかりのこ保育園,372-0038,伊勢崎市新栄町3850-14
群馬県,茶々ｉタワー花の森保育園,372-0048,伊勢崎市大手町3-1
群馬県,みやさと保育園,372-0802,伊勢崎市田中島町489-1
群馬県,白ばら保育園,372-0825,伊勢崎市戸谷塚町98-1
群馬県,鶴生田保育園,373-0008,太田市鶴生田町401-1
群馬県,あすなろ保育園,373-0011,太田市只上町1647-6
群馬県,こども館,373-0038,太田市城西町91
群馬県,強戸こども園,373-0052,太田市寺井町695-5
群馬県,とりやまこども園,373-0062,太田市鳥山中町1074-5
群馬県,こまどり保育園,373-0808,太田市石原町1038
群馬県,子育てサロン,373-0817,太田市飯塚町591-1(九合行政ｾﾝﾀｰ)
群馬県,ゆりかご保育園,373-0846,太田市中根町502-1
群馬県,浜町保育園,373-0853,太田市浜町25-4
群馬県,末広保育園,373-0862,太田市末広町543-5
群馬県,ももの木保育園,374-0004,館林市楠町1943-1
群馬県,美園保育園,374-0039,館林市美園町10-26
群馬県,聖ルカ保育園,374-0066,館林市大街道3-5-1
群馬県,そらいろチャット,374-0112,邑楽郡板倉町朝日野3-7-1
群馬県,立石ちびっこくらぶ,375-0002,藤岡市立石779-1
群馬県,かんな保育園子育て支援センター〝結〟,375-0011,藤岡市岡之郷907
群馬県,にこにこクラブ,375-0015,藤岡市中栗須697-2
群馬県,つくしんぼ広場,375-0017,藤岡市篠塚35
群馬県,あけぼのクラブ,375-0017,藤岡市篠塚564-1
群馬県,ひよこくらぶ,375-0024,藤岡市藤岡1548
群馬県,児童館たんぽぽひろば,375-0024,藤岡市藤岡1567-1
群馬県,ひかりキッズ,375-0024,藤岡市藤岡2378
群馬県,ぴよぴよクラブ,375-0032,藤岡市神田1388
群馬県,メロディークラブ,375-0043,藤岡市東平井1088
群馬県,あかね親子ひろば,375-0054,藤岡市上大塚1593-1
群馬県,スマイル（立正）,376-0007,桐生市浜松町1-8-7
群馬県,てんとうむし（ひまわり）,376-0011,桐生市相生町3-683-1
群馬県,キッカ（太子）,376-0011,桐生市相生町5-456
群馬県,はっぴいｋiｄｓくらぶ（大雄）,376-0013,桐生市広沢町3-3601
群馬県,どんぐり（広沢）,376-0013,桐生市広沢町3-3811
群馬県,HiーHi あかちゃん（ひかり）,376-0034,桐生市東4-1-18
群馬県,おひさま（上の台）,376-0041,桐生市川内町3-730-1
群馬県,桐生市子育て支援センター,376-0045,桐生市末広町13-4
群馬県,ダンボ（たちばな）,376-0054,桐生市西久方町2-3-8
群馬県,と・と・ろの家（二葉保育園）,376-0101,みどり市大間々町大間々2261-3
群馬県,たんぽぽ（赤城保育園）,376-0102,みどり市大間々町桐原775-1
群馬県,ふれあいの森（おおぞら）,376-0134,桐生市新里町関548-4
群馬県,ニコニコひろば（たかぞの）,376-0601,桐生市梅田町1-273-1
群馬県,にこにこランド,377-0004,渋川市半田1162-1
群馬県,みっきークラブ,377-0006,渋川市行幸田910-1
群馬県,コスモスひろば,377-0007,渋川市石原1609-1
群馬県,渋川市子育て支援総合センター,377-0008,渋川市渋川1338-4
群馬県,めだかクラブ,377-0027,渋川市金井1512-1
群馬県,こばとひろば,377-0027,渋川市金井2352-15
群馬県,チャイルドハウスひまわり,377-0064,渋川市北橘町八崎374
群馬県,たんぽぽクラブ,377-0201,渋川市上白井2525
群馬県,中之条町地域子育て支援センター,377-0425,吾妻郡中之条町西中之条65
群馬県,子育てにこにこひろば,377-0801,吾妻郡東吾妻町原町1046
群馬県,チャイルドハウスめぐみ（沼田恵保育園）,378-0016,沼田市清水町4330 
群馬県,沼田幼稚園子育て支援センター,378-0017,沼田市坊新田町1105-3
群馬県,小さいお城（秋間中央保育園）,379-0102,安中市東上秋間1533-2
群馬県,いわい（岩野谷保育園）,379-0112,安中市岩井甲617
群馬県,さんりんしゃ（遠丸保育園）,379-0116,安中市安中5-8-25
群馬県,ワクワク応援隊（いそべ保育園）,379-0127,安中市磯部3-19-20
群馬県,ひよこ（細野保育園）,379-0216,安中市松井田町新井394
群馬県,のいちご（西横野保育園）,379-0224,安中市松井田町人見970
群馬県,すまいる☆キッズ,379-1122,渋川市赤城町勝保沢110-6
群馬県,にこにこクラブ,379-1203,利根郡昭和村糸井1757-1
群馬県,すこやかクラブ,379-1205,利根郡昭和村川額1227
群馬県,ぽかぽか,379-1303,利根郡みなかみ町上牧660-1
群馬県,おひさま広場（二之宮保育園）,379-2117,前橋市二之宮町1810-1
群馬県,きょうあい（共愛学園こども園）,379-2121,前橋市小屋原町1125-1
群馬県,カンガルークラブ（上陽保育園）,379-2131,前橋市西善町598-2
群馬県,藪塚本町保育園,379-2301,太田市藪塚町1578
群馬県,樟の木保育園,379-2301,太田市藪塚町2917-2
群馬県,のびのびくらぶ（笠懸いずみ保育園）,379-2311,みどり市笠懸町阿左美805-2
群馬県,すくすくくらぶ（笠懸いずみ第二保育園）,379-2312,みどり市笠懸町久宮299-1
群馬県,にこにこ館（笠懸北保育園）,379-2313,みどり市笠懸町鹿2532-10
群馬県,ポランの広場（たけのこ保育園）,379-2314,みどり市笠懸町西鹿田21-1
埼玉県,本太のびのびルーム,330-0052,さいたま市浦和区本太4-3-39
埼玉県,常盤こころ保育園子育て支援センター,330-0061,さいたま市浦和区常盤7-12-8
埼玉県,常盤のびのびルーム,330-0061,さいたま市浦和区常盤9-30-9
埼玉県,子育て支援センターうらわ,330-0063,さいたま市浦和区高砂1-2-1-309ｴｲﾍﾟｯｸｽﾀﾜｰ浦和東館3F
埼玉県,上木崎のびのびルーム,330-0071,さいたま市浦和区上木崎3-11-33
埼玉県,針ヶ谷のびのびルーム,330-0072,さいたま市浦和区領家7-2-19
埼玉県,北浦和のびのびルーム,330-0074,さいたま市浦和区北浦和2-18-3
埼玉県,ひまわり乳児保育園子育て支援ｾﾝﾀｰ,330-0075,さいたま市浦和区針ヶ谷2-16-16
埼玉県,もとの木保育園子育支援ｾﾝﾀｰ,330-0804,さいたま市大宮区堀の内町3-236-2
埼玉県,天沼のびのびルーム,330-0834,さいたま市大宮区天沼町1-194
埼玉県,大宮南のびのびルーム,330-0843,さいたま市大宮区吉敷町3-95
埼玉県,らそ保育園,330-0851,さいたま市大宮区櫛引町1-574
埼玉県,宮前のびのびルーム,331-0046,さいたま市西区宮前町443
埼玉県,あおぞら西保育園子育て支援センター,331-0046,さいたま市西区宮前町695-2
埼玉県,栄のびのびルーム,331-0047,さいたま市西区大字指扇610-3
埼玉県,佐知川のびのびルーム,331-0064,さいたま市西区大字佐知川299-16
埼玉県,おうぎの森保育園子育て支援ｾﾝﾀｰ,331-0071,さいたま市西区高木598
埼玉県,本郷保育園子育て支援ｾﾝﾀｰ,331-0802,さいたま市北区本郷町1328-1
埼玉県,大砂土のびのびルーム,331-0802,さいたま市北区本郷町17-7
埼玉県,大砂土保育園子育て支援ｾﾝﾀｰ,331-0804,さいたま市北区土呂町1-51-8
埼玉県,大宮つぼみ保育園子育て支援ｾﾝﾀｰ,331-0804,さいたま市北区土呂町2-9-19
埼玉県,今羽保育園子育て支援ｾﾝﾀｰ,331-0811,さいたま市北区吉野町1-19-1
埼玉県,にじいろ保育園子育て支援ｾﾝﾀｰ,331-0812,さいたま市北区宮原町1-475-7
埼玉県,子育て支援センターきた,331-0812,さいたま市北区宮原町3-432-2 岸ﾋﾞﾙ201
埼玉県,ハーモニーえがお保育園子育て支援ｾﾝﾀｰ,331-0812,さいたま市北区宮原町40-83-5
埼玉県,けやきの森保育園子育て支援ｾﾝﾀｰ,331-0823,さいたま市北区日進町2-1519-1
埼玉県,日進保育園子育て支援ｾﾝﾀｰ,331-0823,さいたま市北区日進町2-632
埼玉県,川口市立南平児童センター,332-0006,川口市末広3-7-21
埼玉県,川口駅前保育園子育て支援センター,332-0015,川口市川口1-1-1 ｷｭﾎﾟ･ﾗ8F
埼玉県,あいう園川口子育て支援ｾﾝﾀｰ,332-0016,川口市幸町3-10-16
埼玉県,川口市子育てサポートプラザ,332-8601,川口市本町3-6-30　川口市役所本町三丁目分室4・5階
埼玉県,子育て支援センターフォーマザー,333-0801,川口市東川口1-3-10
埼玉県,子育て支援センターぽけっと,333-0801,川口市東川口6-8-18 けやきｶﾞｰﾃﾞﾝ101
埼玉県,アスク東川口保育園子育て支援センター,333-0811,川口市戸塚4-21-1
埼玉県,川口市立戸塚児童センターあすぱる,333-0817,川口市戸塚南4-10-2
埼玉県,川口こども園子育て支援センター「のびのび」,333-0834,川口市安行領根岸1291
埼玉県,川口市立芝児童センター,333-0852,川口市芝樋ﾉ爪1-12-8
埼玉県,鳩ヶ谷こども館,334-0002,川口市鳩ヶ谷本町1-12-19
埼玉県,川口市子育てサポートプラザ「子育てひろばポッポ♡」,334-0005,川口市大字里1650-1 鳩ヶ谷駅市民ｾﾝﾀｰ内
埼玉県,子育て支援センター風の子広場,334-0011,川口谷市三ﾂ和1-21-21
埼玉県,川口市南鳩ヶ谷地域子育て支援センター,334-0013,川口市南鳩ヶ谷6-6-18
埼玉県,地域子育て支援センター こっこぴよ（みどり保育園内）,335-0001,蕨市北町3-1-27
埼玉県,地域子育て支援センタープチプチ（たんぽぽ保育園内）,335-0002,蕨市塚越5-6-5
埼玉県,地域子育て支援センターバンビー,335-0003,蕨市南町2-21-2
埼玉県,戸田東小親子ふれあい広場,335-0011,戸田市下戸田1-3-3
埼玉県,戸田第二小親子ふれあい広場,335-0014,戸田市喜沢南2-2-37
埼玉県,喜沢南保育園子育て支援センター,335-0014,戸田市喜沢南2-6-3
埼玉県,とだ虹保育園子育て支援センター,335-0015,戸田市川岸3-9-22
埼玉県,北戸田Ｊキッズステーションきらきら,335-0021,戸田市新曽1474-2
埼玉県,戸田駅前保育所おひさま保育園ぽかぽか広場,335-0021,戸田市新曽213-4
埼玉県,戸田駅前さくら草保育園子育て支援センター,335-0021,戸田市新曽821-3
埼玉県,新曽北小親子ふれあい広場,335-0021,戸田市大字新曽1367
埼玉県,戸田第一小親子ふれあい広場,335-0022,戸田市上戸田3-7-5
埼玉県,桑の実戸田公園保育園子育て支援センター,335-0022,戸田市上戸田5-18-7
